id,slug,name,primary_media_url,media_type,similar_names,instructions,muscles,equipment
ex-0062,zancada-caminando-resistencia,Zancada caminando - Resistencia,,image,"{""Zancada caminando"",""Zancada caminando variante"",""Zancada caminando resistencia""}","{""Posicion inicial para zancada caminando: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante resistencia: usa carga moderada y acumula mas repeticiones con ritmo constante."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""quads"", ""name"": ""Cuadriceps"", ""image_url"": null}, {""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}]","[{""id"": ""dumbbell"", ""name"": ""Mancuernas"", ""icon_url"": null}]"
ex-0063,zancada-caminando-rango-completo,Zancada caminando - Rango completo,,image,"{""Zancada caminando"",""Zancada caminando variante"",""Zancada caminando rango completo""}","{""Posicion inicial para zancada caminando: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante rango completo: busca el mayor rango de movimiento seguro en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""quads"", ""name"": ""Cuadriceps"", ""image_url"": null}, {""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}]","[{""id"": ""dumbbell"", ""name"": ""Mancuernas"", ""icon_url"": null}]"
ex-0064,zancada-caminando-circuito-metabolico,Zancada caminando - Circuito metabolico,,image,"{""Zancada caminando"",""Zancada caminando variante"",""Zancada caminando circuito metabolico""}","{""Posicion inicial para zancada caminando: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante circuito metabolico: manten descansos cortos para elevar demanda cardiovascular."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""quads"", ""name"": ""Cuadriceps"", ""image_url"": null}, {""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}]","[{""id"": ""dumbbell"", ""name"": ""Mancuernas"", ""icon_url"": null}]"
ex-0065,step-up-al-cajon-tecnica-base,Step-up al cajon - Tecnica base,,image,"{""Step-up al cajon"",""Step-up al cajon variante"",""Step-up al cajon tecnica base""}","{""Posicion inicial para step-up al cajon: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante tecnica base: prioriza alineacion de rodillas, cadera y columna en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}, {""id"": ""quads"", ""name"": ""Cuadriceps"", ""image_url"": null}]","[{""id"": ""box"", ""name"": ""Cajon"", ""icon_url"": null}, {""id"": ""dumbbell"", ""name"": ""Mancuernas"", ""icon_url"": null}]"
ex-0066,step-up-al-cajon-tempo-controlado,Step-up al cajon - Tempo controlado,,image,"{""Step-up al cajon"",""Step-up al cajon variante"",""Step-up al cajon tempo controlado""}","{""Posicion inicial para step-up al cajon: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante tempo controlado: usa 3 segundos en la fase de descenso y 1 segundo en la fase de subida."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}, {""id"": ""quads"", ""name"": ""Cuadriceps"", ""image_url"": null}]","[{""id"": ""box"", ""name"": ""Cajon"", ""icon_url"": null}, {""id"": ""dumbbell"", ""name"": ""Mancuernas"", ""icon_url"": null}]"
ex-0067,step-up-al-cajon-pausa-isometrica,Step-up al cajon - Pausa isometrica,,image,"{""Step-up al cajon"",""Step-up al cajon variante"",""Step-up al cajon pausa isometrica""}","{""Posicion inicial para step-up al cajon: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante pausa isometrica: agrega una pausa de 2 segundos en el punto de mayor tension."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}, {""id"": ""quads"", ""name"": ""Cuadriceps"", ""image_url"": null}]","[{""id"": ""box"", ""name"": ""Cajon"", ""icon_url"": null}, {""id"": ""dumbbell"", ""name"": ""Mancuernas"", ""icon_url"": null}]"
ex-0068,step-up-al-cajon-unilateral-alternada,Step-up al cajon - Unilateral alternada,,image,"{""Step-up al cajon"",""Step-up al cajon variante"",""Step-up al cajon unilateral alternada""}","{""Posicion inicial para step-up al cajon: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante unilateral alternada: trabaja un lado por vez y alterna sin perder estabilidad."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}, {""id"": ""quads"", ""name"": ""Cuadriceps"", ""image_url"": null}]","[{""id"": ""box"", ""name"": ""Cajon"", ""icon_url"": null}, {""id"": ""dumbbell"", ""name"": ""Mancuernas"", ""icon_url"": null}]"
ex-0069,step-up-al-cajon-fuerza,Step-up al cajon - Fuerza,,image,"{""Step-up al cajon"",""Step-up al cajon variante"",""Step-up al cajon fuerza""}","{""Posicion inicial para step-up al cajon: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante fuerza: elige una carga desafiante y ejecuta repeticiones tecnicamente limpias."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}, {""id"": ""quads"", ""name"": ""Cuadriceps"", ""image_url"": null}]","[{""id"": ""box"", ""name"": ""Cajon"", ""icon_url"": null}, {""id"": ""dumbbell"", ""name"": ""Mancuernas"", ""icon_url"": null}]"
ex-0070,step-up-al-cajon-resistencia,Step-up al cajon - Resistencia,,image,"{""Step-up al cajon"",""Step-up al cajon variante"",""Step-up al cajon resistencia""}","{""Posicion inicial para step-up al cajon: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante resistencia: usa carga moderada y acumula mas repeticiones con ritmo constante."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}, {""id"": ""quads"", ""name"": ""Cuadriceps"", ""image_url"": null}]","[{""id"": ""box"", ""name"": ""Cajon"", ""icon_url"": null}, {""id"": ""dumbbell"", ""name"": ""Mancuernas"", ""icon_url"": null}]"
ex-0071,step-up-al-cajon-rango-completo,Step-up al cajon - Rango completo,,image,"{""Step-up al cajon"",""Step-up al cajon variante"",""Step-up al cajon rango completo""}","{""Posicion inicial para step-up al cajon: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante rango completo: busca el mayor rango de movimiento seguro en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}, {""id"": ""quads"", ""name"": ""Cuadriceps"", ""image_url"": null}]","[{""id"": ""box"", ""name"": ""Cajon"", ""icon_url"": null}, {""id"": ""dumbbell"", ""name"": ""Mancuernas"", ""icon_url"": null}]"
ex-0072,step-up-al-cajon-circuito-metabolico,Step-up al cajon - Circuito metabolico,,image,"{""Step-up al cajon"",""Step-up al cajon variante"",""Step-up al cajon circuito metabolico""}","{""Posicion inicial para step-up al cajon: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante circuito metabolico: manten descansos cortos para elevar demanda cardiovascular."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}, {""id"": ""quads"", ""name"": ""Cuadriceps"", ""image_url"": null}]","[{""id"": ""box"", ""name"": ""Cajon"", ""icon_url"": null}, {""id"": ""dumbbell"", ""name"": ""Mancuernas"", ""icon_url"": null}]"
ex-0073,desplante-lateral-tecnica-base,Desplante lateral - Tecnica base,,image,"{""Desplante lateral"",""Desplante lateral variante"",""Desplante lateral tecnica base""}","{""Posicion inicial para desplante lateral: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante tecnica base: prioriza alineacion de rodillas, cadera y columna en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""adductors"", ""name"": ""Aductores"", ""image_url"": null}, {""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}]","[{""id"": ""bodyweight"", ""name"": ""Peso corporal"", ""icon_url"": null}]"
ex-0074,desplante-lateral-tempo-controlado,Desplante lateral - Tempo controlado,,image,"{""Desplante lateral"",""Desplante lateral variante"",""Desplante lateral tempo controlado""}","{""Posicion inicial para desplante lateral: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante tempo controlado: usa 3 segundos en la fase de descenso y 1 segundo en la fase de subida."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""adductors"", ""name"": ""Aductores"", ""image_url"": null}, {""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}]","[{""id"": ""bodyweight"", ""name"": ""Peso corporal"", ""icon_url"": null}]"
ex-0075,desplante-lateral-pausa-isometrica,Desplante lateral - Pausa isometrica,,image,"{""Desplante lateral"",""Desplante lateral variante"",""Desplante lateral pausa isometrica""}","{""Posicion inicial para desplante lateral: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante pausa isometrica: agrega una pausa de 2 segundos en el punto de mayor tension."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""adductors"", ""name"": ""Aductores"", ""image_url"": null}, {""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}]","[{""id"": ""bodyweight"", ""name"": ""Peso corporal"", ""icon_url"": null}]"
ex-0076,desplante-lateral-unilateral-alternada,Desplante lateral - Unilateral alternada,,image,"{""Desplante lateral"",""Desplante lateral variante"",""Desplante lateral unilateral alternada""}","{""Posicion inicial para desplante lateral: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante unilateral alternada: trabaja un lado por vez y alterna sin perder estabilidad."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""adductors"", ""name"": ""Aductores"", ""image_url"": null}, {""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}]","[{""id"": ""bodyweight"", ""name"": ""Peso corporal"", ""icon_url"": null}]"
ex-0077,desplante-lateral-fuerza,Desplante lateral - Fuerza,,image,"{""Desplante lateral"",""Desplante lateral variante"",""Desplante lateral fuerza""}","{""Posicion inicial para desplante lateral: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante fuerza: elige una carga desafiante y ejecuta repeticiones tecnicamente limpias."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""adductors"", ""name"": ""Aductores"", ""image_url"": null}, {""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}]","[{""id"": ""bodyweight"", ""name"": ""Peso corporal"", ""icon_url"": null}]"
ex-0078,desplante-lateral-resistencia,Desplante lateral - Resistencia,,image,"{""Desplante lateral"",""Desplante lateral variante"",""Desplante lateral resistencia""}","{""Posicion inicial para desplante lateral: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante resistencia: usa carga moderada y acumula mas repeticiones con ritmo constante."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""adductors"", ""name"": ""Aductores"", ""image_url"": null}, {""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}]","[{""id"": ""bodyweight"", ""name"": ""Peso corporal"", ""icon_url"": null}]"
ex-0079,desplante-lateral-rango-completo,Desplante lateral - Rango completo,,image,"{""Desplante lateral"",""Desplante lateral variante"",""Desplante lateral rango completo""}","{""Posicion inicial para desplante lateral: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante rango completo: busca el mayor rango de movimiento seguro en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""adductors"", ""name"": ""Aductores"", ""image_url"": null}, {""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}]","[{""id"": ""bodyweight"", ""name"": ""Peso corporal"", ""icon_url"": null}]"
ex-0080,desplante-lateral-circuito-metabolico,Desplante lateral - Circuito metabolico,,image,"{""Desplante lateral"",""Desplante lateral variante"",""Desplante lateral circuito metabolico""}","{""Posicion inicial para desplante lateral: inicia con postura erguida, pies al ancho de caderas y mirada al frente."",""Movimiento: da el paso y baja de forma controlada hasta acercar la rodilla trasera al piso, luego impulsa para regresar."",""Variante circuito metabolico: manten descansos cortos para elevar demanda cardiovascular."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""adductors"", ""name"": ""Aductores"", ""image_url"": null}, {""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}]","[{""id"": ""bodyweight"", ""name"": ""Peso corporal"", ""icon_url"": null}]"
ex-0081,peso-muerto-convencional-tecnica-base,Peso muerto convencional - Tecnica base,,image,"{""Peso muerto convencional"",""Peso muerto convencional variante"",""Peso muerto convencional tecnica base""}","{""Posicion inicial para peso muerto convencional: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante tecnica base: prioriza alineacion de rodillas, cadera y columna en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}, {""id"": ""back"", ""name"": ""Espalda"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0082,peso-muerto-convencional-tempo-controlado,Peso muerto convencional - Tempo controlado,,image,"{""Peso muerto convencional"",""Peso muerto convencional variante"",""Peso muerto convencional tempo controlado""}","{""Posicion inicial para peso muerto convencional: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante tempo controlado: usa 3 segundos en la fase de descenso y 1 segundo en la fase de subida."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}, {""id"": ""back"", ""name"": ""Espalda"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0083,peso-muerto-convencional-pausa-isometrica,Peso muerto convencional - Pausa isometrica,,image,"{""Peso muerto convencional"",""Peso muerto convencional variante"",""Peso muerto convencional pausa isometrica""}","{""Posicion inicial para peso muerto convencional: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante pausa isometrica: agrega una pausa de 2 segundos en el punto de mayor tension."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}, {""id"": ""back"", ""name"": ""Espalda"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0084,peso-muerto-convencional-unilateral-alternada,Peso muerto convencional - Unilateral alternada,,image,"{""Peso muerto convencional"",""Peso muerto convencional variante"",""Peso muerto convencional unilateral alternada""}","{""Posicion inicial para peso muerto convencional: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante unilateral alternada: trabaja un lado por vez y alterna sin perder estabilidad."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}, {""id"": ""back"", ""name"": ""Espalda"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0085,peso-muerto-convencional-fuerza,Peso muerto convencional - Fuerza,,image,"{""Peso muerto convencional"",""Peso muerto convencional variante"",""Peso muerto convencional fuerza""}","{""Posicion inicial para peso muerto convencional: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante fuerza: elige una carga desafiante y ejecuta repeticiones tecnicamente limpias."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}, {""id"": ""back"", ""name"": ""Espalda"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0086,peso-muerto-convencional-resistencia,Peso muerto convencional - Resistencia,,image,"{""Peso muerto convencional"",""Peso muerto convencional variante"",""Peso muerto convencional resistencia""}","{""Posicion inicial para peso muerto convencional: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante resistencia: usa carga moderada y acumula mas repeticiones con ritmo constante."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}, {""id"": ""back"", ""name"": ""Espalda"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0087,peso-muerto-convencional-rango-completo,Peso muerto convencional - Rango completo,,image,"{""Peso muerto convencional"",""Peso muerto convencional variante"",""Peso muerto convencional rango completo""}","{""Posicion inicial para peso muerto convencional: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante rango completo: busca el mayor rango de movimiento seguro en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}, {""id"": ""back"", ""name"": ""Espalda"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0088,peso-muerto-convencional-circuito-metabolico,Peso muerto convencional - Circuito metabolico,,image,"{""Peso muerto convencional"",""Peso muerto convencional variante"",""Peso muerto convencional circuito metabolico""}","{""Posicion inicial para peso muerto convencional: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante circuito metabolico: manten descansos cortos para elevar demanda cardiovascular."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}, {""id"": ""back"", ""name"": ""Espalda"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0089,peso-muerto-rumano-tecnica-base,Peso muerto rumano - Tecnica base,,image,"{""Peso muerto rumano"",""Peso muerto rumano variante"",""Peso muerto rumano tecnica base""}","{""Posicion inicial para peso muerto rumano: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante tecnica base: prioriza alineacion de rodillas, cadera y columna en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}, {""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0090,peso-muerto-rumano-tempo-controlado,Peso muerto rumano - Tempo controlado,,image,"{""Peso muerto rumano"",""Peso muerto rumano variante"",""Peso muerto rumano tempo controlado""}","{""Posicion inicial para peso muerto rumano: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante tempo controlado: usa 3 segundos en la fase de descenso y 1 segundo en la fase de subida."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}, {""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0091,peso-muerto-rumano-pausa-isometrica,Peso muerto rumano - Pausa isometrica,,image,"{""Peso muerto rumano"",""Peso muerto rumano variante"",""Peso muerto rumano pausa isometrica""}","{""Posicion inicial para peso muerto rumano: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante pausa isometrica: agrega una pausa de 2 segundos en el punto de mayor tension."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}, {""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0092,peso-muerto-rumano-unilateral-alternada,Peso muerto rumano - Unilateral alternada,,image,"{""Peso muerto rumano"",""Peso muerto rumano variante"",""Peso muerto rumano unilateral alternada""}","{""Posicion inicial para peso muerto rumano: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante unilateral alternada: trabaja un lado por vez y alterna sin perder estabilidad."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}, {""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0093,peso-muerto-rumano-fuerza,Peso muerto rumano - Fuerza,,image,"{""Peso muerto rumano"",""Peso muerto rumano variante"",""Peso muerto rumano fuerza""}","{""Posicion inicial para peso muerto rumano: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante fuerza: elige una carga desafiante y ejecuta repeticiones tecnicamente limpias."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}, {""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0094,peso-muerto-rumano-resistencia,Peso muerto rumano - Resistencia,,image,"{""Peso muerto rumano"",""Peso muerto rumano variante"",""Peso muerto rumano resistencia""}","{""Posicion inicial para peso muerto rumano: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante resistencia: usa carga moderada y acumula mas repeticiones con ritmo constante."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}, {""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0095,peso-muerto-rumano-rango-completo,Peso muerto rumano - Rango completo,,image,"{""Peso muerto rumano"",""Peso muerto rumano variante"",""Peso muerto rumano rango completo""}","{""Posicion inicial para peso muerto rumano: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante rango completo: busca el mayor rango de movimiento seguro en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}, {""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0096,peso-muerto-rumano-circuito-metabolico,Peso muerto rumano - Circuito metabolico,,image,"{""Peso muerto rumano"",""Peso muerto rumano variante"",""Peso muerto rumano circuito metabolico""}","{""Posicion inicial para peso muerto rumano: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante circuito metabolico: manten descansos cortos para elevar demanda cardiovascular."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""hamstrings"", ""name"": ""Isquiotibiales"", ""image_url"": null}, {""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
ex-0097,peso-muerto-sumo-tecnica-base,Peso muerto sumo - Tecnica base,,image,"{""Peso muerto sumo"",""Peso muerto sumo variante"",""Peso muerto sumo tecnica base""}","{""Posicion inicial para peso muerto sumo: coloca pies al ancho de caderas, lleva la cadera hacia atras y manten columna neutral."",""Movimiento: lleva la cadera atras manteniendo espalda neutral y extiende cadera para finalizar el movimiento."",""Variante tecnica base: prioriza alineacion de rodillas, cadera y columna en cada repeticion."",""Respira con control, evita dolor articular y completa 3 a 4 series con tecnica limpia.""}","[{""id"": ""glutes"", ""name"": ""Gluteos"", ""image_url"": null}, {""id"": ""adductors"", ""name"": ""Aductores"", ""image_url"": null}]","[{""id"": ""barbell"", ""name"": ""Barra"", ""icon_url"": null}]"
